,Feature,Info,Feature start,Feature end,Feature size,Rloops count,Average coverage all Rloops - overlapping,Average coverage all Rloops - non-overlapping,Overall coverage of Rloops - overlapping,Overall coverage of Rloops - non-overlapping
6121,CDS,"product (cytochrome c-type biogenesis heme chaperone), transl_table (11), protein_id (ref|YP_002518222.1||gnl|REF_bmbuc|CCNA_02849), note (CC_2761), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",3002988,3003476,488,1,29.50819672131147,29.50819672131147,29.50819672131147,29.50819672131147
6125,CDS,"product (alpha/beta hydrolase family protein), transl_table (11), protein_id (ref|YP_002518224.2||gnl|REF_bmbuc|CCNA_02851), note (CC_2763), experiment (EXISTENCE:Ribosome profiling), ",3004685,3005377,692,1,51.73410404624278,51.73410404624278,51.73410404624278,51.73410404624278
6129,CDS,"product (two-component sensor histidine kinase), EC_number (2.7.13.3), transl_table (11), protein_id (ref|YP_002518226.1||gnl|REF_bmbuc|CCNA_02853), note (CC_2765), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",3006909,3008306,1397,1,9.090909090909092,9.090909090909092,9.090909090909092,9.090909090909092
6135,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|YP_002518229.1||gnl|REF_bmbuc|CCNA_02856), note (CC_2768), experiment (EXISTENCE:Ribosome profiling), ",3009579,3010088,509,1,23.7721021611002,23.7721021611002,23.7721021611002,23.7721021611002
6137,CDS,"product (hipA-family phosphatidylinositol 3/4-kinase), transl_table (11), protein_id (ref|YP_002518231.1||gnl|REF_bmbuc|CCNA_02858), note (CC_2770), experiment (EXISTENCE:LC-MS), ",3010290,3011597,1307,1,22.26472838561591,22.26472838561591,22.26472838561591,22.26472838561591
6141,CDS,"product (DnaJ-class molecular chaperone), transl_table (11), protein_id (ref|YP_002518233.1||gnl|REF_bmbuc|CCNA_02860), note (CC_2772), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), experiment (Start codon verified by LC-MS), ",3012116,3013060,944,2,17.90254237288136,16.6843220338983,17.90254237288136,17.90254237288136
6143,CDS,"product (glycoside hydrolase TIM-barrel-like domain-containing protein), transl_table (11), protein_id (ref|YP_002518234.1||gnl|REF_bmbuc|CCNA_02861), note (CC_2773), ",3013149,3015680,2531,3,99.20979849861715,20.18964836033188,99.20979849861715,99.20979849861715
6145,CDS,"product (GTA glycoside hydrolase TIM-barrel domain protein), transl_table (11), protein_id (ref|YP_002518235.1||gnl|REF_bmbuc|CCNA_02862), note (CC_2774), ",3015316,3016860,1544,4,72.02072538860104,17.9889896373057,72.02072538860104,72.02072538860104
6147,CDS,"product (Putative phage NlpC/P60 cell wall-associated hydrolase), transl_table (11), protein_id (ref|YP_002518236.3||gnl|REF_bmbuc|CCNA_02863), note (CC_2775), ",3016985,3017605,620,3,55.16129032258065,28.49462365591398,55.16129032258065,55.16129032258065
6165,CDS,"product (phage gp6-like head-tail connector protein), transl_table (11), protein_id (ref|YP_008877619.1||gnl|REF_bmbuc|CCNA_03882), ",3021595,3021876,281,2,100.0,100.0,100.0,100.0
6173,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|YP_002518248.1||gnl|REF_bmbuc|CCNA_02875), note (CC_2787), ",3024178,3024576,398,1,40.7035175879397,40.7035175879397,40.7035175879397,40.7035175879397
6175,CDS,"product (phage portal protein), transl_table (11), protein_id (ref|YP_002518249.1||gnl|REF_bmbuc|CCNA_02877), note (CC_2788), ",3024589,3025917,1328,1,28.76506024096386,28.76506024096386,28.76506024096386,28.76506024096386
6179,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|YP_002518251.1||gnl|REF_bmbuc|CCNA_02878), ",3026557,3026715,158,1,100.0,100.0,100.0,100.0
6183,CDS,"product (terminase-like family protein), transl_table (11), protein_id (ref|YP_002518253.3||gnl|REF_bmbuc|CCNA_02880), note (CC_2790), ",3027016,3028719,1703,2,14.32765707574868,14.32765707574868,51.96711685261304,51.96711685261304
6185,CDS,"product (oxoglutarate semialdehyde dehydrogenase), EC_number (1.2.1.-), transl_table (11), protein_id (ref|YP_002518254.1||gnl|REF_bmbuc|CCNA_02881), note (CC_2791), experiment (EXISTENCE:LC-MS), ",3028870,3030456,1586,1,19.92433795712484,19.92433795712484,19.92433795712484,19.92433795712484
6187,CDS,"product (cbb3-type cytochrome C oxidase, subunit III), transl_table (11), protein_id (ref|YP_002518255.1||gnl|REF_bmbuc|CCNA_02882), note (CC_2792), experiment (EXISTENCE:LC-MS), ",3030666,3031067,401,2,62.34413965087282,61.09725685785536,62.34413965087282,62.34413965087282
6189,CDS,"product (flavin containing amine oxidoreductase), EC_number (1.4.3.4), transl_table (11), protein_id (ref|YP_002518256.1||gnl|REF_bmbuc|CCNA_02883), note (CC_2793), ",3031082,3032707,1625,1,10.09230769230769,10.09230769230769,10.09230769230769,10.09230769230769
6201,CDS,"product (FKBP-type peptidyl-prolyl cis-trans isomerase), EC_number (5.2.1.8), transl_table (11), protein_id (ref|YP_002518262.1||gnl|REF_bmbuc|CCNA_02889), note (CC_2799), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",3037453,3037959,506,2,44.26877470355731,30.23715415019763,44.26877470355731,44.26877470355731
6203,CDS,"product (GanA-family beta-galactosidase), EC_number (3.2.1.23), transl_table (11), protein_id (ref|YP_002518264.3||gnl|REF_bmbuc|CCNA_02891), note (CC_2801), experiment (EXISTENCE:LC-MS), ",3038068,3039954,1886,4,62.51325556733828,10.48515376458112,62.51325556733828,62.51325556733828
6204,mobile_element,"mobile_element_type (insertion sequence:possible IS element), ",3040010,3040232,222,2,100.0,59.90990990990991,100.0,100.0
6206,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|YP_002518265.1||gnl|REF_bmbuc|CCNA_02892), ",3040024,3040320,296,3,100.0,56.75675675675677,100.0,100.0
6216,CDS,"product (tryptophan halogenase), transl_table (11), protein_id (ref|YP_002518270.1||gnl|REF_bmbuc|CCNA_02897), note (CC_2806), ",3048719,3049843,1124,5,80.69395017793595,58.39857651245552,80.69395017793595,80.69395017793595
6224,CDS,"product (methyl-accepting chemotaxis protein), transl_table (11), protein_id (ref|YP_002518274.1||gnl|REF_bmbuc|CCNA_02901), note (CC_2810), experiment (EXISTENCE:Ribosome profiling), ",3054695,3056206,1511,7,45.88572689168321,18.4645929847783,98.6763732627399,98.6763732627399
6226,CDS,"product (xylan alpha-1,2-glucuronosidase), EC_number (3.2.1.131), transl_table (11), protein_id (ref|YP_002518275.1||gnl|REF_bmbuc|CCNA_02902), note (CC_2811), experiment (EXISTENCE:LC-MS), ",3056617,3058752,2135,2,77.79859484777518,9.55503512880562,77.79859484777518,77.79859484777518
6228,CDS,"product (bifunctional D-altronate/D-mannonate dehydratase), transl_table (11), protein_id (ref|YP_002518276.1||gnl|REF_bmbuc|CCNA_02903), note (CC_2812), experiment (EXISTENCE:LC-MS), ",3058970,3060181,1211,1,22.04789430222956,22.04789430222956,22.04789430222956,22.04789430222956
6230,CDS,"product (GntR-family transcriptional regulator), transl_table (11), protein_id (ref|YP_002518277.1||gnl|REF_bmbuc|CCNA_02904), note (CC_2813), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",3060308,3061057,749,1,58.34445927903872,58.34445927903872,58.34445927903872,58.34445927903872
6234,CDS,"product (acyltransferase family protein), transl_table (11), protein_id (ref|YP_002518279.1||gnl|REF_bmbuc|CCNA_02906), note (CC_2815), experiment (EXISTENCE:Ribosome profiling), ",3061621,3062715,1094,2,48.26325411334552,14.44241316270567,48.26325411334552,48.26325411334552
6238,CDS,"product (transposase), transl_table (11), protein_id (ref|YP_002518280.1||gnl|REF_bmbuc|CCNA_02907), note (CC_2816), ",3063015,3063950,935,1,21.60427807486631,21.60427807486631,21.60427807486631,21.60427807486631
6242,CDS,"product (tetratricopeptide repeat-containing 2OG-Fe(II) oxygenase), transl_table (11), protein_id (ref|YP_002518282.2||gnl|REF_bmbuc|CCNA_02909), note (CC_2818), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",3064800,3066293,1493,4,94.64166108506363,11.78834561286001,94.64166108506363,94.64166108506363
6244,CDS,"product (TonB-dependent receptor), transl_table (11), protein_id (ref|YP_002518283.1||gnl|REF_bmbuc|CCNA_02910), note (CC_2819), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",3066392,3069331,2939,2,7.859816264035387,7.859816264035387,7.859816264035386,7.859816264035386
6246,CDS,"product (prolyl 4-hydroxylase), transl_table (11), protein_id (ref|YP_002518285.1||gnl|REF_bmbuc|CCNA_02912), note (CC_2821), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), experiment (Start codon verified by LC-MS), ",3069925,3070656,731,1,49.65800273597812,49.65800273597812,49.65800273597812,49.65800273597812
6256,CDS,"product (AAA-family ATPase), transl_table (11), protein_id (ref|YP_002518290.1||gnl|REF_bmbuc|CCNA_02917), note (CC_2826), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",3075368,3076375,1007,2,82.91956305858987,51.88679245283019,82.91956305858987,82.91956305858987
6258,CDS,"product (von Willebrand factor type A domain protein), transl_table (11), protein_id (ref|YP_002518291.1||gnl|REF_bmbuc|CCNA_02918), note (CC_2827), ",3076384,3077271,887,7,76.43742953776776,58.43130938959574,76.43742953776776,76.43742953776776
6260,CDS,"product (BatA-related transmembrane protein), transl_table (11), protein_id (ref|YP_002518292.1||gnl|REF_bmbuc|CCNA_02919), note (CC_2828), ",3077268,3078422,1154,6,100.0,76.81975736568458,100.0,100.0
6262,CDS,"product (DUF4175 family protein), transl_table (11), protein_id (ref|YP_002518293.1||gnl|REF_bmbuc|CCNA_02920), note (CC_2829), ",3078419,3080590,2171,11,100.0,32.39814078137432,100.0,100.0
6264,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|YP_002518294.1||gnl|REF_bmbuc|CCNA_02921), note (CC_2830), experiment (EXISTENCE:LC-MS), ",3080587,3082311,1724,2,100.0,31.93155452436195,100.0,100.0
6270,CDS,"product (TonB-dependent receptor), transl_table (11), protein_id (ref|YP_002518296.1||gnl|REF_bmbuc|CCNA_02923), note (CC_2832), ",3082765,3085839,3074,1,4.847104749512036,4.847104749512036,4.847104749512036,4.847104749512036
6274,CDS,"product (carbamoyl-phosphate synthase small chain), EC_number (6.3.5.5), transl_table (11), protein_id (ref|YP_002518298.1||gnl|REF_bmbuc|CCNA_02925), note (CC_2834), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",3086931,3088097,1166,1,14.83704974271012,14.83704974271012,14.83704974271012,14.83704974271012
6278,CDS,"product (SDR family oxidoreductase), EC_number (1.-.-.-), transl_table (11), protein_id (ref|YP_002518300.1||gnl|REF_bmbuc|CCNA_02927), note (CC_2836), ",3088696,3089433,737,3,25.84803256445047,24.15196743554952,95.79375848032565,95.79375848032565
6288,CDS,"product (M20/M25/M40 family metallo-hydrolase), EC_number (3.4.11.-), transl_table (11), protein_id (ref|YP_002518306.1||gnl|REF_bmbuc|CCNA_02933), note (CC_2840), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",3092264,3093979,1715,2,85.07288629737609,11.22448979591837,85.07288629737609,85.07288629737609
6292,CDS,"product (methyl-accepting chemotaxis protein), transl_table (11), protein_id (ref|YP_002518308.2||gnl|REF_bmbuc|CCNA_02935), note (CC_2842), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",3094958,3097171,2213,1,9.03750564844103,9.03750564844103,9.03750564844103,9.03750564844103
6294,CDS,"product (glutathione S-transferase), EC_number (2.5.1.18), transl_table (11), protein_id (ref|YP_002518309.1||gnl|REF_bmbuc|CCNA_02936), note (CC_2843), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), experiment (Start codon verified by LC-MS), ",3097275,3097937,662,1,23.26283987915408,23.26283987915408,23.26283987915408,23.26283987915408
6306,CDS,"product (mitochondrial fission ELM1 family protein), transl_table (11), protein_id (ref|YP_002518315.1||gnl|REF_bmbuc|CCNA_02942), note (CC_2849), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), experiment (Start codon verified by LC-MS), ",3102130,3103299,1169,3,49.87168520102652,30.88109495295124,49.87168520102652,49.87168520102652
6314,CDS,"product (PAS-family sensor histidine kinase), EC_number (2.7.13.3), transl_table (11), protein_id (ref|YP_002518318.1||gnl|REF_bmbuc|CCNA_02945), note (CC_2852), ",3104687,3106648,1961,1,6.22131565527792,6.22131565527792,6.22131565527792,6.22131565527792
6316,CDS,"product (spsF-related cytidylyltransferase), transl_table (11), protein_id (ref|YP_002518319.1||gnl|REF_bmbuc|CCNA_02946), note (CC_2853), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",3106845,3107561,716,1,55.72625698324022,55.72625698324022,55.72625698324023,55.72625698324023
6318,CDS,"product (spsG-related polysaccharide biosynthesis protein), transl_table (11), protein_id (ref|YP_002518320.1||gnl|REF_bmbuc|CCNA_02947), note (CC_2854), ",3107558,3108547,989,1,24.46916076845298,24.46916076845298,24.46916076845298,24.46916076845298
6328,ncRNA,"ncRNA_class (other), product (small non-coding RNA), experiment (EXISTENCE:RNA-seq), ",3111902,3112088,186,4,100.0,92.06989247311827,100.0,100.0
6334,CDS,"product (SDR family NAD(P)-dependent oxidoreductase), EC_number (1.1.1.105), transl_table (11), protein_id (ref|YP_002518327.1||gnl|REF_bmbuc|CCNA_02954), note (CC_2861), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",3113547,3114398,851,2,21.97414806110459,21.73913043478261,21.97414806110458,21.97414806110458
6336,CDS,"product (sulfite exporter TauE/SafE family protein), transl_table (11), protein_id (ref|YP_002518328.1||gnl|REF_bmbuc|CCNA_02955), note (CC_2862), ",3114400,3115173,773,2,53.8163001293661,32.34152652005174,53.81630012936611,53.81630012936611
6342,CDS,"product (MBL fold metallo-hydrolase), transl_table (11), protein_id (ref|YP_002518332.1||gnl|REF_bmbuc|CCNA_02959), note (CC_2866), experiment (EXISTENCE:Ribosome profiling), ",3116116,3116976,860,2,56.27906976744186,40.63953488372093,56.27906976744186,56.27906976744186
6358,CDS,"product (CwlJ-family cell wall hydrolase family protein), transl_table (11), protein_id (ref|YP_002518338.1||gnl|REF_bmbuc|CCNA_02965), note (CC_2872), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",3120990,3122231,1241,2,22.19983883964545,22.19983883964545,75.34246575342466,75.34246575342466
6362,CDS,"product (PAS-family sensor histidine kinase), EC_number (2.7.13.3), transl_table (11), protein_id (ref|YP_002518340.2||gnl|REF_bmbuc|CCNA_02967), note (CC_2874), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",3122780,3125179,2399,2,12.69278866194248,12.69278866194248,67.44476865360566,67.44476865360566
6368,CDS,"product (TetR-family transcriptional regulator), transl_table (11), protein_id (ref|YP_002518342.1||gnl|REF_bmbuc|CCNA_02969), note (CC_2876), experiment (EXISTENCE:Ribosome profiling), ",3126055,3126609,554,1,43.68231046931407,43.68231046931407,43.68231046931408,43.68231046931408
6382,CDS,"product (MCP-signal associated domain protein), transl_table (11), protein_id (ref|YP_002518349.2||gnl|REF_bmbuc|CCNA_02976), note (CC_2882), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), experiment (Start codon verified by LC-MS), ",3131479,3131838,359,1,68.80222841225627,68.80222841225627,68.80222841225627,68.80222841225627
6394,CDS,"product (porin), transl_table (11), protein_id (ref|YP_002518355.1||gnl|REF_bmbuc|CCNA_02982), note (CC_2888), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",3137112,3138284,1172,3,14.33447098976109,13.93629124004551,14.33447098976109,14.33447098976109
6402,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|YP_002518359.2||gnl|REF_bmbuc|CCNA_02986), note (CC_2892), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",3140496,3142415,1919,4,12.55862428348098,15.04689942678478,49.71339239187077,49.71339239187077
6437,CDS,"product (two component sensor histidine kinase), EC_number (2.7.13.3), transl_table (11), protein_id (ref|YP_002518376.1||gnl|REF_bmbuc|CCNA_03003), note (CC_2909), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), experiment (Start codon verified by LC-MS), ",3156484,3158154,1670,2,32.69461077844311,11.67664670658683,32.69461077844311,32.69461077844311
6439,CDS,"product (nucleoside/nucleotide kinase), transl_table (11), protein_id (ref|YP_002518377.1||gnl|REF_bmbuc|CCNA_03004), note (CC_2910), ",3158154,3159056,902,5,100.0,71.97339246119734,100.0,100.0
6445,CDS,"product (L-aspartate oxidase), EC_number (1.4.3.16), transl_table (11), protein_id (ref|YP_002518380.1||gnl|REF_bmbuc|CCNA_03007), note (CC_2913), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",3160905,3162440,1535,3,71.27035830618892,51.53094462540717,71.27035830618892,71.27035830618892
6447,CDS,"product (Uma2 family endonuclease), transl_table (11), protein_id (ref|YP_002518381.1||gnl|REF_bmbuc|CCNA_03008), note (CC_2914), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",3162470,3163063,593,1,24.28330522765599,24.28330522765599,24.28330522765599,24.28330522765599
6460,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|YP_002518387.1||gnl|REF_bmbuc|CCNA_03014), note (CC_2920), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",3167565,3168458,893,1,26.42777155655095,26.42777155655095,26.42777155655095,26.42777155655095
6466,CDS,"product (cytochrome b/b6 domain-containing protein), transl_table (11), protein_id (ref|YP_002518390.1||gnl|REF_bmbuc|CCNA_03017), note (CC_2922), ",3169203,3170129,926,6,57.66738660907127,33.71130309575234,57.66738660907127,57.66738660907127
6472,CDS,"product (transposase), transl_table (11), protein_id (ref|YP_002518391.1||gnl|REF_bmbuc|CCNA_03018), ",3170457,3171392,935,3,27.59358288770053,25.59714795008912,27.59358288770053,27.59358288770053
6476,CDS,"product (phosphatidylinositol-specific phospholipase C1-like protein), transl_table (11), protein_id (ref|YP_002518393.1||gnl|REF_bmbuc|CCNA_03020), note (CC_2924), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",3174508,3175635,1127,3,84.73824312333629,33.15587104406981,84.73824312333629,84.73824312333629
6482,CDS,"product (TonB-dependent receptor), transl_table (11), protein_id (ref|YP_002518396.1||gnl|REF_bmbuc|CCNA_03023), note (CC_2928), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",3176921,3179086,2165,4,17.72132409545804,7.771362586605081,39.35334872979215,39.35334872979215
6486,CDS,"product (MarR-family transcriptional regulator), transl_table (11), protein_id (ref|YP_002518398.1||gnl|REF_bmbuc|CCNA_03025), note (CC_2930), experiment (EXISTENCE:Ribosome profiling), ",3180278,3180784,506,1,60.0790513833992,60.0790513833992,60.07905138339921,60.07905138339921
6494,CDS,"product (3-deoxy-manno-octulosonate cytidylyltransferase), EC_number (2.7.7.38), transl_table (11), protein_id (ref|YP_002518402.1||gnl|REF_bmbuc|CCNA_03029), note (CC_2934), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), experiment (Start codon verified by LC-MS), ",3183958,3184695,737,1,26.18724559023066,26.18724559023066,26.18724559023066,26.18724559023066
6498,CDS,"product (cytochrome c2), transl_table (11), protein_id (ref|YP_002518403.1||gnl|REF_bmbuc|CCNA_03030), note (CC_2935), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), experiment (Start codon verified by LC-MS), ",3184852,3185538,686,1,37.75510204081633,37.75510204081633,37.75510204081633,37.75510204081633
6502,CDS,"product (leucyl aminopeptidase), EC_number (3.4.11.1), transl_table (11), protein_id (ref|YP_002518405.1||gnl|REF_bmbuc|CCNA_03032), note (CC_2937), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), experiment (Start codon verified by LC-MS), ",3186588,3187988,1400,1,9.714285714285714,9.714285714285714,9.714285714285714,9.714285714285714
6504,CDS,"product (Flp pilus assembly protein TadD), transl_table (11), protein_id (ref|YP_002518406.2||gnl|REF_bmbuc|CCNA_03033), note (CC_2938), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), experiment (ribosome profiling and LC-MS evidence for a possible non-canonical translation start site at nucleotide position 3188063), ",3188072,3188896,824,1,44.90291262135923,44.90291262135923,44.90291262135922,44.90291262135922
6512,CDS,"product (pilus assembly ATPase CpaF), transl_table (11), protein_id (ref|YP_002518410.1||gnl|REF_bmbuc|CCNA_03037), note (CC_2942), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",3191328,3192833,1505,1,9.102990033222591,9.102990033222591,9.102990033222591,9.102990033222591
6514,CDS,"product (pilus assembly ATPase CpaE), transl_table (11), protein_id (ref|YP_002518411.1||gnl|REF_bmbuc|CCNA_03038), note (CC_2943), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), db_xref (PDB:4N0P), ",3192834,3194387,1553,3,14.13393432066967,12.77098089718824,89.76175144880875,89.76175144880875
6516,CDS,"product (pilus assembly protein CpaD), transl_table (11), protein_id (ref|YP_002518412.1||gnl|REF_bmbuc|CCNA_03039), note (CC_2944), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",3194387,3195064,677,2,100.0,94.31314623338258,100.0,100.0
6520,CDS,"product (pilus assembly protein CpaB), transl_table (11), protein_id (ref|YP_002518414.1||gnl|REF_bmbuc|CCNA_03041), note (CC_2946), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",3196753,3197646,893,1,49.49608062709967,49.49608062709967,49.49608062709967,49.49608062709967
6526,CDS,"product (CpaC-related secretion pathway protein CpaI), transl_table (11), protein_id (ref|YP_002518417.1||gnl|REF_bmbuc|CCNA_03044), note (CC_2949), experiment (EXISTENCE:Ribosome profiling), ",3199019,3199450,431,1,56.38051044083527,56.38051044083527,56.38051044083527,56.38051044083527
6532,CDS,"product (aminotransferase class IV), EC_number (4.1.3.38), transl_table (11), protein_id (ref|YP_002518420.1||gnl|REF_bmbuc|CCNA_03047), note (CC_2952), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",3200639,3201394,755,2,44.7682119205298,36.09271523178808,44.7682119205298,44.7682119205298
6534,CDS,"product (aminodeoxychorismate synthase, component I), EC_number (2.6.1.85), transl_table (11), protein_id (ref|YP_002518421.1||gnl|REF_bmbuc|CCNA_03048), note (CC_2953), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",3201391,3202965,1574,5,46.8869123252859,22.9987293519695,46.8869123252859,46.8869123252859
6536,CDS,"product (MFS transporter), transl_table (11), protein_id (ref|YP_002518422.1||gnl|REF_bmbuc|CCNA_03049), note (CC_2954), ",3203019,3204485,1466,4,42.18963165075035,10.89699863574352,72.91950886766712,72.91950886766712
6542,CDS,"product (acyltransferase), EC_number (2.3.1.-), transl_table (11), protein_id (ref|YP_002518425.2||gnl|REF_bmbuc|CCNA_03052), note (CC_2957), experiment (EXISTENCE:Ribosome profiling), ",3206175,3207347,1172,1,13.31058020477816,13.31058020477816,13.31058020477816,13.31058020477816
6544,CDS,"product (dioxygenase), transl_table (11), protein_id (ref|YP_002518426.1||gnl|REF_bmbuc|CCNA_03053), note (CC_2958), experiment (EXISTENCE:Ribosome profiling), ",3207465,3208235,770,2,62.46753246753247,22.5974025974026,62.46753246753246,62.46753246753246
6552,CDS,"product (VOC family protein), transl_table (11), protein_id (ref|YP_002518430.1||gnl|REF_bmbuc|CCNA_03057), note (CC_2962), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), experiment (Start codon verified by LC-MS), ",3210738,3211103,365,1,84.65753424657534,84.65753424657534,84.65753424657534,84.65753424657534
6554,CDS,"product (carbon-nitrogen hydrolase), transl_table (11), protein_id (ref|YP_002518431.1||gnl|REF_bmbuc|CCNA_03058), note (CC_2963), ",3211106,3212017,911,1,28.3205268935236,28.3205268935236,28.3205268935236,28.3205268935236
6562,CDS,"product (cell wall hydrolase family protein), transl_table (11), protein_id (ref|YP_002518435.1||gnl|REF_bmbuc|CCNA_03062), note (CC_2967), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",3213796,3214908,1112,2,9.982014388489208,9.037769784172662,9.982014388489208,9.982014388489208
6564,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|YP_002518436.1||gnl|REF_bmbuc|CCNA_03063), note (CC_2968), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",3215326,3216423,1097,1,14.03828623518687,14.03828623518687,14.03828623518687,14.03828623518687
6568,CDS,"product (cytochrome c family protein), transl_table (11), protein_id (ref|YP_002518438.1||gnl|REF_bmbuc|CCNA_03065), note (CC_2970), experiment (EXISTENCE:Ribosome profiling), ",3216939,3217313,374,4,79.67914438502673,64.1711229946524,79.67914438502673,79.67914438502673
6580,CDS,"product (flagellar hook-associated protein FlgL), transl_table (11), protein_id (ref|YP_002518444.1||gnl|REF_bmbuc|CCNA_03071), note (CC_2976), experiment (EXISTENCE:Ribosome profiling), ",3221505,3222779,1274,1,9.183673469387756,9.183673469387756,9.183673469387756,9.183673469387756
6582,CDS,"product (TetR-family transcriptional regulator), transl_table (11), protein_id (ref|YP_002518445.1||gnl|REF_bmbuc|CCNA_03072), note (CC_2977), experiment (EXISTENCE:Ribosome profiling), ",3222860,3223564,704,1,20.02840909090909,20.02840909090909,20.02840909090909,20.02840909090909
6584,CDS,"product (DUF3429 domain-containing protein), transl_table (11), protein_id (ref|YP_002518446.1||gnl|REF_bmbuc|CCNA_03073), note (CC_2978), ",3223642,3224166,524,1,95.0381679389313,95.0381679389313,95.0381679389313,95.0381679389313
6586,CDS,"product (SDR family oxidoreductase), transl_table (11), protein_id (ref|YP_002518447.1||gnl|REF_bmbuc|CCNA_03074), note (CC_2979), ",3224166,3224888,722,3,100.0,96.07571560480147,100.0,100.0
6588,CDS,"product (DeoR-like HTH transcriptional regulator), transl_table (11), protein_id (ref|YP_002518448.1||gnl|REF_bmbuc|CCNA_03075), note (CC_2980), ",3224885,3225436,551,4,100.0,100.0,100.0,100.0
6590,CDS,"product (excinuclease ABC subunit B), transl_table (11), protein_id (ref|YP_002518449.1||gnl|REF_bmbuc|CCNA_03076), note (CC_2981), experiment (EXISTENCE:LC-MS), experiment (EXISTENCE:Ribosome profiling), ",3225530,3227779,2249,1,7.870164517563362,7.870164517563362,7.870164517563362,7.870164517563362
6606,CDS,"product (hybrid sensor histidine kinase/receiver domain protein), EC_number (2.7.13.3), transl_table (11), protein_id (ref|YP_002518456.1||gnl|REF_bmbuc|CCNA_03083), note (CC_2988), experiment (EXISTENCE:LC-MS), ",3231328,3233052,1724,8,84.62877030162413,50.77581206496519,84.62877030162413,84.62877030162413
6608,CDS,"product (DUF1624 domain-containing protein), transl_table (11), protein_id (ref|YP_002518457.2||gnl|REF_bmbuc|CCNA_03084), note (CC_2989), experiment (EXISTENCE:Ribosome profiling), ",3233155,3234393,1238,2,14.45880452342488,14.45880452342488,14.45880452342488,14.45880452342488
