,Feature,Info,Feature start,Feature end,Feature size,Rloops count,Average coverage all Rloops - overlapping,Average coverage all Rloops - non-overlapping,Overall coverage of Rloops - overlapping,Overall coverage of Rloops - non-overlapping
8713,CDS,"product (alcohol dehydrogenase), transl_table (11), protein_id (ref|NP_252786.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",4579510,4580568,1058,2,22.0226843100189,17.58034026465029,22.0226843100189,22.0226843100189
8725,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_252792.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",4587320,4587949,629,1,69.47535771065183,69.47535771065183,69.47535771065183,69.47535771065183
8746,CDS,"product (sensor/response regulator hybrid protein), transl_table (11), protein_id (ref|NP_252801.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",4595849,4600102,4253,3,6.830472607571126,6.027118112704758,80.93110745356219,80.93110745356219
8757,CDS,"product (phytochrome BphP), transl_table (11), protein_id (ref|NP_252806.1|), note (Product name confidence: class 1: Function experimentally demonstrated in P. aeruginosa.), ",4604621,4606807,2186,1,11.89387008234218,11.89387008234218,11.89387008234218,11.89387008234218
8773,CDS,"product (homoprotocatechuate 2,3-dioxygenase), transl_table (11), protein_id (ref|NP_252813.1|), note (Product name confidence: class 2 (High similarity to functionally studied protein)), ",4612605,4613528,923,1,18.0931744312026,18.0931744312026,18.0931744312026,18.0931744312026
8789,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_252821.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",4621133,4622548,1415,6,28.33922261484099,27.00824499411072,28.33922261484099,28.33922261484099
8797,CDS,"product (major facilitator superfamily transporter), transl_table (11), protein_id (ref|NP_252825.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",4625089,4626297,1208,1,23.4271523178808,23.4271523178808,23.42715231788079,23.42715231788079
8803,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_252828.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",4629944,4630243,299,1,47.15719063545151,47.15719063545151,47.15719063545151,47.15719063545151
8805,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_252829.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",4630375,4632168,1793,1,12.10262130507529,12.10262130507529,12.10262130507529,12.10262130507529
8828,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_252838.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",4642508,4643548,1040,2,97.3076923076923,59.56730769230769,97.3076923076923,97.3076923076923
8830,CDS,"product (dehydrogenase E1 component), transl_table (11), protein_id (ref|NP_252839.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",4643571,4644545,974,1,25.25667351129364,25.25667351129364,25.25667351129363,25.25667351129363
8842,CDS,"product (TonB-dependent receptor), transl_table (11), protein_id (ref|NP_252845.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",4650374,4652458,2084,1,4.846449136276392,4.846449136276392,4.846449136276392,4.846449136276392
8853,CDS,"product (ferric enterobactin transporter FepG), transl_table (11), protein_id (ref|NP_252850.1|), note (Product name confidence: class 2 (High similarity to functionally studied protein)), ",4656387,4657418,1031,1,15.61590688651794,15.61590688651794,15.61590688651794,15.61590688651794
8857,CDS,"product (amidase), EC_number (3.5.1.4), transl_table (11), protein_id (ref|NP_252852.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",4658450,4660159,1709,1,30.66120538326507,30.66120538326507,30.66120538326507,30.66120538326507
8861,CDS,"product (transcriptional regulator), transl_table (11), protein_id (ref|NP_252854.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",4660563,4662053,1490,3,76.10738255033557,12.86353467561521,76.10738255033557,76.10738255033557
8867,CDS,"product (second ferric pyoverdine receptor FpvB), transl_table (11), protein_id (ref|NP_252857.1|), note (Product name confidence: class 1 (Function experimentally demonstrated in P. aeruginosa)), ",4663854,4666262,2408,2,4.651162790697675,4.194352159468439,4.651162790697675,4.651162790697675
8881,CDS,"product (endopeptidase IV), transl_table (11), protein_id (ref|NP_252864.1|), note (Product name confidence: class 1 (Function experimentally demonstrated in P. aeruginosa)), ",4671319,4672707,1388,1,13.25648414985591,13.25648414985591,13.25648414985591,13.25648414985591
8894,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_252870.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",4678210,4678929,719,1,65.0904033379694,65.0904033379694,65.0904033379694,65.0904033379694
8906,CDS,"product (major facilitator superfamily transporter), transl_table (11), protein_id (ref|NP_252876.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",4683697,4685025,1328,1,31.85240963855422,31.85240963855422,31.85240963855422,31.85240963855422
8916,CDS,"product (ABC transporter ATP-binding protein), transl_table (11), protein_id (ref|NP_252881.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",4689902,4690645,743,2,20.59219380888291,20.59219380888291,20.59219380888291,20.59219380888291
8918,CDS,"product (ABC transporter permease), transl_table (11), protein_id (ref|NP_252882.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",4690642,4691346,704,1,24.28977272727273,24.28977272727273,24.28977272727273,24.28977272727273
8926,CDS,"product (protein BfiS), transl_table (11), protein_id (ref|NP_252886.1|), note (Product name confidence: class 1: Function experimentally demonstrated in P. aeruginosa), ",4693759,4696035,2276,3,25.43936731107206,8.142940831868776,25.43936731107206,25.43936731107206
8930,CDS,"product (acyl-CoA dehydrogenase), transl_table (11), protein_id (ref|NP_252888.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",4698021,4699802,1781,1,20.15721504772599,20.15721504772599,20.157215047726,20.157215047726
8932,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_252889.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",4700000,4700866,866,1,23.21016166281755,23.21016166281755,23.21016166281755,23.21016166281755
8940,CDS,"product (gluconolactonase PpgL), transl_table (11), protein_id (ref|NP_252893.1|), note (Product name confidence: class 1: Function experimentally demonstrated in P. aeruginosa.), ",4704139,4705305,1166,1,14.23670668953688,14.23670668953688,14.23670668953688,14.23670668953688
8968,CDS,"product (pyridoxamine 5'-phosphate oxidase), transl_table (11), protein_id (ref|NP_252906.1|), note (Product name confidence: class 1 (Function experimentally demonstrated in P. aeruginosa)), ",4719419,4720063,644,1,21.11801242236025,21.11801242236025,21.11801242236025,21.11801242236025
8974,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_252909.2|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",4722851,4724356,1505,4,32.42524916943522,28.15614617940199,100.0,100.0
8978,CDS,"product (Fe(III)-pyochelin outer membrane receptor), transl_table (11), protein_id (ref|NP_252911.1|), note (Product name confidence: class 1 (Function experimentally demonstrated in P. aeruginosa)), ",4724639,4726801,2162,1,21.13783533765032,21.13783533765032,21.13783533765032,21.13783533765032
8988,CDS,"product (pyochelin synthetase), transl_table (11), protein_id (ref|NP_252915.1|), note (Product name confidence: class 1 (Function experimentally demonstrated in P. aeruginosa)), ",4731369,4736798,5429,3,33.87364155461411,4.457542825566403,62.00036839196905,62.00036839196905
8995,CDS,"product (2,3-dihydroxybenzoate-AMP ligase), transl_table (11), protein_id (ref|NP_252918.1|), note (Product name confidence: class 1 (Function experimentally demonstrated in P. aeruginosa)), ",4742424,4744067,1643,1,21.42422398052343,21.42422398052343,21.42422398052343,21.42422398052343
8998,CDS,"product (pyochelin biosynthetic protein PchC), transl_table (11), protein_id (ref|NP_252919.1|), note (Product name confidence: class 1 (Function experimentally demonstrated in P. aeruginosa)), ",4744064,4744819,755,2,98.27814569536424,85.96026490066225,98.27814569536424,98.27814569536424
9111,CDS,"product (pantothenate kinase), EC_number (2.7.1.33), transl_table (11), protein_id (ref|NP_252969.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",4786734,4787480,746,1,13.27077747989276,13.27077747989276,13.27077747989276,13.27077747989276
9133,CDS,"product (exodeoxyribonuclease V subunit gamma), transl_table (11), protein_id (ref|NP_252975.1|), note (Product name confidence: class 2 (High similarity to functionally studied protein)), ",4805195,4808710,3515,2,21.99146514935989,4.139402560455192,21.99146514935989,21.99146514935989
9143,CDS,"product (chemotaxis transducer), transl_table (11), protein_id (ref|NP_252980.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",4812598,4814214,1616,1,14.85148514851485,14.85148514851485,14.85148514851485,14.85148514851485
9147,CDS,"product (phosphate transporter), transl_table (11), protein_id (ref|NP_252982.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",4815043,4816512,1469,1,14.70388019060585,14.70388019060585,14.70388019060585,14.70388019060585
9150,CDS,"product (two-component sensor PprA), transl_table (11), protein_id (ref|NP_252983.1|), note (class 1: Function experimentally demonstrated in P. aeruginosa), ",4816580,4819348,2768,1,9.429190751445086,9.429190751445086,9.429190751445086,9.429190751445086
9173,CDS,"product (type II/III secretion system protein), transl_table (11), protein_id (ref|NP_252994.1|), note (class 2: Function of highly similar gene experimentally demonstrated in another organism (and gene context consistent in terms of pathways its involved in (if known).), ",4828379,4829629,1250,1,12.4,12.4,12.4,12.4
9182,CDS,"product (chemotactic transducer PctC), transl_table (11), protein_id (ref|NP_252997.1|), note (Product name confidence: class 1 (Function experimentally demonstrated in P. aeruginosa)), ",4831372,4833270,1898,1,11.16965226554268,11.16965226554268,11.16965226554268,11.16965226554268
9186,CDS,"product (chemotactic transducer PctA), transl_table (11), protein_id (ref|NP_252999.1|), note (Product name confidence: class 1 (Function experimentally demonstrated in P. aeruginosa)), ",4835264,4837153,1889,1,11.22286924298571,11.22286924298571,11.22286924298571,11.22286924298571
9188,CDS,"product (chemotactic transducer PctB), transl_table (11), protein_id (ref|NP_253000.1|), note (Product name confidence: class 1 (Function experimentally demonstrated in P. aeruginosa)), ",4837390,4839279,1889,1,11.22286924298571,11.22286924298571,11.22286924298571,11.22286924298571
9213,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_253011.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",4850042,4851313,1271,1,22.97403619197482,22.97403619197482,22.97403619197482,22.97403619197482
9249,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_253026.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",4864994,4865578,584,2,26.02739726027397,26.02739726027397,26.02739726027397,26.02739726027397
9255,CDS,"product (phospholipase), transl_table (11), protein_id (ref|NP_253029.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",4867767,4868846,1079,1,19.27710843373494,19.27710843373494,19.27710843373494,19.27710843373494
9263,CDS,"product (major facilitator superfamily transporter), transl_table (11), protein_id (ref|NP_253033.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",4871913,4873232,1319,2,11.52388172858226,11.06899166034875,11.52388172858226,11.52388172858226
9265,CDS,"product (hydrolase), transl_table (11), protein_id (ref|NP_253034.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",4873270,4874490,1220,1,26.22950819672131,26.22950819672131,26.22950819672131,26.22950819672131
9271,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_253037.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",4875638,4876792,1154,1,13.17157712305026,13.17157712305026,13.17157712305026,13.17157712305026
9288,CDS,"product (major facilitator superfamily transporter), transl_table (11), protein_id (ref|NP_253045.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",4882404,4883570,1166,1,23.24185248713551,23.24185248713551,23.24185248713551,23.24185248713551
9296,CDS,"product (ferrous iron transporter A), transl_table (11), protein_id (ref|NP_253049.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",4887279,4887506,227,1,95.59471365638767,95.59471365638767,95.59471365638767,95.59471365638767
9301,CDS,"product (oxidoreductase), transl_table (11), protein_id (ref|NP_253051.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",4889112,4890101,989,1,34.78260869565217,34.78260869565217,34.78260869565217,34.78260869565217
9321,CDS,"product (insulin-cleaving metalloproteinase outer membrane protein), transl_table (11), protein_id (ref|NP_253060.1|), note (Product name confidence: class 1 (Function experimentally demonstrated in P. aeruginosa)), ",4898193,4899533,1340,1,10.22388059701493,10.22388059701493,10.22388059701493,10.22388059701493
9323,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_253061.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",4899696,4901117,1421,1,17.24137931034483,17.24137931034483,17.24137931034483,17.24137931034483
9333,CDS,"product (multidrug efflux protein), transl_table (11), protein_id (ref|NP_253065.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",4904647,4907703,3056,2,57.06806282722513,5.791884816753926,57.06806282722513,57.06806282722513
9351,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_253074.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",4914739,4915425,686,1,18.07580174927114,18.07580174927114,18.07580174927114,18.07580174927114
9381,CDS,"product (two-component sensor), transl_table (11), protein_id (ref|NP_253088.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",4927998,4930094,2096,1,20.32442748091603,20.32442748091603,20.32442748091603,20.32442748091603
9385,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_253090.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",4930748,4931695,947,1,27.13833157338965,27.13833157338965,27.13833157338965,27.13833157338965
9409,CDS,"product (D-alanine--D-alanine ligase), EC_number (6.3.2.4), transl_table (11), protein_id (ref|NP_253100.1|), note (Product name confidence: class 2 (High similarity to functionally studied protein)), ",4942677,4943636,959,1,16.26694473409802,16.26694473409802,16.26694473409802,16.26694473409802
9442,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_253113.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",4957709,4959523,1814,3,75.24807056229328,16.61153987504594,75.24807056229328,75.24807056229328
9478,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_253131.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",4974174,4974620,446,1,91.03139013452915,91.03139013452915,91.03139013452915,91.03139013452915
9484,CDS,"product (murein hydrolase B), transl_table (11), protein_id (ref|NP_253134.1|), note (Product name confidence: class 1 (Function experimentally demonstrated in P. aeruginosa)), ",4977869,4978972,1103,2,29.10244786944696,28.92112420670897,29.10244786944696,29.10244786944696
9512,CDS,"product (arabinose-5-phosphate isomerase KdsD), transl_table (11), protein_id (ref|NP_253147.1|), note (class 2: Function of highly similar gene experimentally demonstrated in another organism (and gene context consistent in terms of pathways its involved in (if known).), ",4989305,4990285,980,1,21.3265306122449,21.3265306122449,21.3265306122449,21.3265306122449
9554,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_253166.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",5004798,5008628,3830,1,9.26892950391645,9.26892950391645,9.26892950391645,9.26892950391645
9562,CDS,"product (rod shape-determining protein MreC), transl_table (11), protein_id (ref|NP_253170.1|), note (Product name confidence: class 2 (High similarity to functionally studied protein)), ",5011322,5012314,992,2,50.80645161290322,37.04637096774194,50.80645161290322,50.80645161290322
9568,CDS,"product (aspartyl/glutamyl-tRNA amidotransferase subunit A), EC_number (6.3.5.-), transl_table (11), protein_id (ref|NP_253173.1|), note (Product name confidence: class 2 (High similarity to functionally studied protein)), ",5013974,5015428,1454,2,18.15680880330124,18.15680880330124,18.15680880330124,18.15680880330124
9574,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_253176.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",5017449,5017835,386,1,41.96891191709845,41.96891191709845,41.96891191709845,41.96891191709845
9580,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_253179.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",5020402,5024952,4550,1,3.934065934065934,3.934065934065934,3.934065934065934,3.934065934065934
9598,CDS,"product (ABC transporter), transl_table (11), protein_id (ref|NP_253187.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",5033194,5034792,1598,3,69.71214017521903,30.24614100959532,69.71214017521902,69.71214017521902
9602,CDS,"product (transcriptional regulator), transl_table (11), protein_id (ref|NP_253189.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",5036245,5036808,563,1,40.14209591474246,40.14209591474246,40.14209591474245,40.14209591474245
9604,CDS,"product (ABC transporter), transl_table (11), protein_id (ref|NP_253190.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",5037074,5038675,1601,1,13.92879450343535,13.92879450343535,13.92879450343535,13.92879450343535
9606,CDS,"product (glycine-glutamate dipeptide porin OpdP), transl_table (11), protein_id (ref|NP_253191.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",5038901,5040355,1454,1,14.78679504814305,14.78679504814305,14.78679504814305,14.78679504814305
9608,CDS,"product (ABC transporter), transl_table (11), protein_id (ref|NP_253192.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",5040405,5042000,1595,3,19.49843260188088,16.19644723092999,19.49843260188088,19.49843260188088
9614,CDS,"product (ABC transporter ATP-binding protein), transl_table (11), protein_id (ref|NP_253195.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",5044054,5045028,974,2,53.69609856262834,47.3305954825462,53.69609856262834,53.69609856262834
9616,CDS,"product (peptide ABC transporter ATP-binding protein), transl_table (11), protein_id (ref|NP_253196.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",5045028,5045999,971,1,45.1081359423275,45.1081359423275,45.1081359423275,45.1081359423275
9620,CDS,"product (transcriptional regulator), transl_table (11), protein_id (ref|NP_253198.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",5046806,5047279,473,1,21.98731501057082,21.98731501057082,21.98731501057082,21.98731501057082
9631,CDS,"product (oxidoreductase), transl_table (11), protein_id (ref|NP_253203.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",5050848,5053400,2552,2,44.04388714733543,10.79545454545455,44.04388714733543,44.04388714733543
9634,CDS,"product (iron transport outer membrane receptor), transl_table (11), protein_id (ref|NP_253204.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",5053616,5055877,2261,1,4.643962848297214,4.643962848297214,4.643962848297214,4.643962848297214
9639,CDS,"product (hydroxylase), transl_table (11), protein_id (ref|NP_253205.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",5056095,5056775,680,1,32.35294117647059,32.35294117647059,32.35294117647059,32.35294117647059
9694,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_253231.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",5082443,5086696,4253,1,3.150717140841758,3.150717140841758,3.150717140841759,3.150717140841759
9728,CDS,"product (type 4 fimbrial biogenesis protein PilY1), transl_table (11), protein_id (ref|NP_253244.1|), note (Product name confidence: class 1 (Function experimentally demonstrated in P. aeruginosa)), ",5100683,5104168,3485,2,68.20659971305595,3.959827833572453,68.20659971305595,68.20659971305595
9748,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_253254.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",5113005,5113469,464,1,26.29310344827586,26.29310344827586,26.29310344827586,26.29310344827586
9750,CDS,"product (gamma-glutamyl kinase), EC_number (2.7.2.11), transl_table (11), protein_id (ref|NP_253255.1|), note (Product name confidence: class 2 (High similarity to functionally studied protein)), ",5113481,5114599,1118,1,28.08586762075134,28.08586762075134,28.08586762075134,28.08586762075134
9762,CDS,"product (cytochrome C), transl_table (11), protein_id (ref|NP_253261.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",5118538,5120565,2027,1,7.153428712382833,7.153428712382833,7.153428712382832,7.153428712382832
9766,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_253263.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",5121337,5121642,305,1,100.0,100.0,100.0,100.0
9776,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_253268.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",5126166,5126654,488,2,38.31967213114754,38.31967213114754,38.31967213114754,38.31967213114754
9778,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_253269.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",5126713,5128569,1856,1,16.2176724137931,16.2176724137931,16.2176724137931,16.2176724137931
9782,CDS,"product (transcriptional regulator RtcR), transl_table (11), protein_id (ref|NP_253271.1|), note (Product name confidence: class 2 (High similarity to functionally studied protein)), ",5129173,5130768,1595,1,10.3448275862069,10.3448275862069,10.3448275862069,10.3448275862069
9796,CDS,"product (cytochrome C551 peroxidase), transl_table (11), protein_id (ref|NP_253277.1|), note (Product name confidence: class 1 (Function experimentally demonstrated in P. aeruginosa)), ",5136317,5137357,1040,1,9.519230769230768,9.519230769230768,9.51923076923077,9.51923076923077
9805,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_253281.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",5141786,5143063,1277,1,38.05794831636648,38.05794831636648,38.05794831636648,38.05794831636648
9811,CDS,"product (ABC transporter ATP-binding protein), transl_table (11), protein_id (ref|NP_253284.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",5145717,5146403,686,1,35.56851311953353,35.56851311953353,35.56851311953353,35.56851311953353
9822,CDS,"product (resistance-nodulation-cell division (RND) multidrug efflux membrane fusion protein MexC), transl_table (11), protein_id (ref|NP_253289.1|), note (Product name confidence: class 1 (Function experimentally demonstrated in P. aeruginosa)), ",5154237,5155400,1163,1,10.66208082545142,10.66208082545142,10.66208082545142,10.66208082545142
9826,CDS,"product (motility regulator), transl_table (11), protein_id (ref|NP_253291.1|), note (Product name confidence: class 1 (Function experimentally demonstrated in P. aeruginosa)), ",5156368,5160615,4247,1,11.58464798681422,11.58464798681422,11.58464798681422,11.58464798681422
9840,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_253297.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",5166191,5166697,506,1,25.29644268774704,25.29644268774704,25.29644268774704,25.29644268774704
9869,CDS,"product (oxidoreductase), transl_table (11), protein_id (ref|NP_253311.1|), note ('Product name confidence: class 3 (Function proposed based on presence of conserved amino acid motif, structural feature or limited sequence similarity to an experimentally studied gene)'), ",5179437,5182268,2831,1,5.369127516778524,5.369127516778524,5.369127516778524,5.369127516778524
9876,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_253314.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",5184642,5186348,1706,1,9.906213364595546,9.906213364595546,9.906213364595546,9.906213364595546
9881,CDS,"product (glycerate dehydrogenase), EC_number (1.1.1.29), transl_table (11), protein_id (ref|NP_253316.1|), note (Product name confidence: class 2 (High similarity to functionally studied protein)), ",5193196,5194167,971,1,34.39752832131823,34.39752832131823,34.39752832131823,34.39752832131823
9883,CDS,"product (16S rRNA methyltransferase), transl_table (11), protein_id (ref|NP_253317.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",5194277,5195275,998,2,97.89579158316634,45.89178356713427,97.89579158316633,97.89579158316633
9891,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_253321.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",5198334,5199359,1025,1,14.24390243902439,14.24390243902439,14.24390243902439,14.24390243902439
9918,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_253331.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",5210706,5210996,290,1,78.96551724137932,78.96551724137932,78.96551724137932,78.96551724137932
9938,CDS,"product (hypothetical protein), transl_table (11), protein_id (ref|NP_253341.1|), note ('Product name confidence: class 4 (Homologs of previously reported genes of unknown function, or no similarity to any previously reported sequences)'), ",5217569,5219941,2372,1,17.4114671163575,17.4114671163575,17.4114671163575,17.4114671163575
